"no","risk","name","building","address","lat","lon","naver_url","review_note","override_lat","override_lon","override_note"
"16","lower","어룡동제6투","광주인력개발원(1층, 현관 로비)","광주광역시 광산구 소촌로152번길 37 (소촌동)","35.158057","126.7957119","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%86%8C%EC%B4%8C%EB%A1%9C152%EB%B2%88%EA%B8%B8%2037%20%28%EC%86%8C%EC%B4%8C%EB%8F%99%29","","","",""
"17","school","어룡동제7투","선운초등학교(1층, 현관 로비)","광주광역시 광산구 선운중앙로 11 (선암동)","35.1494263","126.7749536","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%84%A0%EC%9A%B4%EC%A4%91%EC%95%99%EB%A1%9C%2011%20%28%EC%84%A0%EC%95%94%EB%8F%99%29","","","",""
"18","school","우산동제1투","송우초등학교(1층, 현관)","광주광역시 광산구 사암로158번길 49 (우산동)","35.1592957","126.8100322","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%82%AC%EC%95%94%EB%A1%9C158%EB%B2%88%EA%B8%B8%2049%20%28%EC%9A%B0%EC%82%B0%EB%8F%99%29","","35.1588859","126.8099488","송우초등학교 46m"
"19","large-site","우산동제2투","중흥S-클래스 센트럴 선수촌 아파트 경로당(1층, 경로당)","광주광역시 광산구 금봉로 106 (우산동, 중흥S-클래스 센트럴)","35.1511877","126.8129797","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EA%B8%88%EB%B4%89%EB%A1%9C%20106%20%28%EC%9A%B0%EC%82%B0%EB%8F%99%2C%20%EC%A4%91%ED%9D%A5S-%ED%81%B4%EB%9E%98%EC%8A%A4%20%EC%84%BC%ED%8A%B8%EB%9F%B4%29","","","",""
"20","lower","우산동제3투","하남종합사회복지관(1층, 경로식당)","광주광역시 광산구 월곡산정로 12 (우산동)","35.1657166","126.8026708","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%9B%94%EA%B3%A1%EC%82%B0%EC%A0%95%EB%A1%9C%2012%20%28%EC%9A%B0%EC%82%B0%EB%8F%99%29","","","",""
"21","school","우산동제4투","어등초등학교(1층, 본관 로비)","광주광역시 광산구 월곡산정로 50 (우산동)","35.165382","126.807775","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%9B%94%EA%B3%A1%EC%82%B0%EC%A0%95%EB%A1%9C%2050%20%28%EC%9A%B0%EC%82%B0%EB%8F%99%29","","35.1656679","126.8079368","어등초등학교 35m"
"22","large-site","우산동제5투","중흥S클래스 리버티 아파트 경로당(1층)","광주광역시 광산구 풍영철길로 20-20 (우산동, 중흥s-클래스 리버티)","35.161912","126.814213","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%ED%92%8D%EC%98%81%EC%B2%A0%EA%B8%B8%EB%A1%9C%2020-20%20%28%EC%9A%B0%EC%82%B0%EB%8F%99%2C%20%EC%A4%91%ED%9D%A5s-%ED%81%B4%EB%9E%98%EC%8A%A4%20%EB%A6%AC%EB%B2%84%ED%8B%B0%29","","","",""
"23","large-site","우산동제6투","우산동행정복지센터(3층, 회의실)","광주광역시 광산구 무진대로 246-12 (우산동)","35.1602158","126.8070582","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EB%AC%B4%EC%A7%84%EB%8C%80%EB%A1%9C%20246-12%20%28%EC%9A%B0%EC%82%B0%EB%8F%99%29","","","",""
"24","large-site","우산동제7투","우산빛여울채아파트 경로당(1층, 경로당)","광주광역시 광산구 우산로 17 (우산동, 우산빛여울채)","35.1595371","126.8023057","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%9A%B0%EC%82%B0%EB%A1%9C%2017%20%28%EC%9A%B0%EC%82%B0%EB%8F%99%2C%20%EC%9A%B0%EC%82%B0%EB%B9%9B%EC%97%AC%EC%9A%B8%EC%B1%84%29","","","",""
"25","large-site","월곡1동제1투","월곡1동행정복지센터(1층, 민원실)","광주광역시 광산구 사암로 306 (월곡동)","35.1718774","126.8097911","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%82%AC%EC%95%94%EB%A1%9C%20306%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%29","","","",""
"26","school","월곡1동제2투","월곡초등학교(1층, 본관 로비)","광주광역시 광산구 월곡산정로 107 (월곡동)","35.1667926","126.814631","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%9B%94%EA%B3%A1%EC%82%B0%EC%A0%95%EB%A1%9C%20107%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%29","","35.1661883","126.8146551","월곡초등학교 67m"
"27","large-site","월곡1동제3투","금호아파트 경로당(1층)","광주광역시 광산구 월곡산정로 80 (월곡동, 금호아파트)","35.1651448","126.810459","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%9B%94%EA%B3%A1%EC%82%B0%EC%A0%95%EB%A1%9C%2080%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%2C%20%EA%B8%88%ED%98%B8%EC%95%84%ED%8C%8C%ED%8A%B8%29","","","",""
"28","school","월곡1동제4투","월곡중학교(1층,후관동 아띠실)","광주광역시 광산구 월곡산정로 95 (월곡동)","35.1666239","126.813375","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%9B%94%EA%B3%A1%EC%82%B0%EC%A0%95%EB%A1%9C%2095%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%29","","","",""
"29","large-site","월곡2동제1투","월곡2동행정복지센터(1층)","광주광역시 광산구 산정공원로72번길 21-12 (월곡동)","35.1743544","126.8080108","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%82%B0%EC%A0%95%EA%B3%B5%EC%9B%90%EB%A1%9C72%EB%B2%88%EA%B8%B8%2021-12%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%29","","","",""
"30","school","월곡2동제2투","하남중앙초등학교(1층, 강당)","광주광역시 광산구 산정로6번길 21-20 (월곡동)","35.1684009","126.8055249","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%82%B0%EC%A0%95%EB%A1%9C6%EB%B2%88%EA%B8%B8%2021-20%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%29","","","",""
"31","school","월곡2동제3투","하남중학교(후관동 1층, 회의실)","광주광역시 광산구 산정로6번길 21-2 (월곡동)","35.167285","126.8052879","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%82%B0%EC%A0%95%EB%A1%9C6%EB%B2%88%EA%B8%B8%2021-2%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%29","","","",""
"32","school","월곡2동제4투","대반초등학교(후관동,1층 시청각실)","광주광역시 광산구 사암로340번길 19 (월곡동)","35.17556","126.8092749","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EC%82%AC%EC%95%94%EB%A1%9C340%EB%B2%88%EA%B8%B8%2019%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%29","","","",""
"33","school","월곡2동제5투","영천초등학교(1층 다온뜨락)","광주광역시 광산구 목련로 123 (월곡동)","35.1725833","126.8117594","https://map.naver.com/p/search/%EA%B4%91%EC%A3%BC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B4%91%EC%82%B0%EA%B5%AC%20%EB%AA%A9%EB%A0%A8%EB%A1%9C%20123%20%28%EC%9B%94%EA%B3%A1%EB%8F%99%29","","","",""
